name,gender
James Ingram,man
Michael McDonald,man
Boy George,man
Mikey Craig,man
Roy Hay,man
Jon Moss,man
John Lennon,man
Curtis Hudson,man
Lisa Stevens,woman
Kirsty MacColl,woman
Sara Allen,woman
Irene Cara,woman
Bunny Hull,woman
Giorgio Moroder,man
Darren Costin,unknown
Nick Feldman,man
Jack Hues,man
Noddy Holder,man
Jim Lea,man
Rick Springfield,man
Randy Hansen,man
Duane Hitchings,man
Rowland Robinson,man
Rod Stewart,man
Deborah Carter,woman
Trevor Lawrence,man
Anita Pointer,woman
June Pointer,woman
Ruth Pointer,man
Steve Stevens,man
Chris Barbosa,man
Ed Chisolm,man
Nick Gilder,man
Peter Beckett,man
Kelly Keagy,man
Reggie Lucas,man
Rick Chertoff,man
Gary Corbett,man
Steve Lunt,man
Bill Cuomo,man
Craig Krampf,man
Rockwell,man
John Waite,man
Steve Piccolo,man
Harro Steffen,man
Coz Canler,unknown
Jimmy Marinos,man
Wally Palmar,man
Mike Skill,man
Peter Solley,man
Stephen Mitchell,man
Marti Sharron,woman
Gary Skardina,man
Robert Hazard,man
Phil Pickett,man
Ray Parker Jr.,man
Jon Anderson,man
Trevor Rabin,man
Chris Squire,man
Pete Willis,man
Geoff Downes,man
John Wetton,man
Dave Grusin,man
Troy Seals,man
Eddie Setser,man
Vince DiCola,man
Frank Stallone,man
Joe Jackson,man
Lloyd “Judge” Ferguson,man
Jackie Mittoo,man
Fitzroy “Bunny” Simpson,man
Colin Hay,man
Garry Frost,man
Frances Swan,woman
Brian Setzer,man
Jackson Browne,man
Paul Dean,man
Bruce Fairbairn,man
Mike Oldfield,man
Tim Cross,man
Rick Fenn,man
Mike Frye,man
Morris Pert,man
Eric Kagna,man
Kenny Loggins,man
Graeham Goble,man
Pete Byrne,man
Mike Barson,man
Mark Bedford,man
Carl Smyth,man
Suggs,man
Lee “Kix” Thompson,man
Daniel Woodgate,man
Iggy Pop,man
Fee Waybill,man
Giancarlo Bigazzi,man
Umberto Tozzi,man
Trevor Veitch,man
Ray Davies,man
Wayne Vaughn,man
Adam Ant,man
Marco Pirroni,man
Irving Berlin,man
Jo Callis,man
Philip Oakey,man
Ivan Doroschuk,man
Eddy Grant,man
Odell Brown,man
David Ritz,man
Kevin Adams,man
Jimmy Paterson,man
Kevin Rowland,man
Michael Sembello,man
Russ Ballard,man
George Kooymans,man
Thomas Dolby,woman
Tim Kerr,man
Nick Beggs,man
Limahl,man
David Paich,man
Jeff Porcaro,man
Marty Wilde,man
Ricky Wilde,man
Steve Dorff,man
Marty Panzer,man
Peter Allen,man
Greg Guidry,man
David C. Martin,man
Matt Frenette,man
Mike Reno,man
Glenn Shorrock,man
Kerryn Tolhurst,man
Layng Martine,man
Jane Wiedlin,woman
Eumir Deodato,man
John Farrar,man
Kool & the Gang,unknown
Ed Sanford,man
Pete Lucia,man
Paul Davis,man
Tony Coleman,man
Kathy Wakefield,woman
Benjamin Wright,man
Bill Dees,man
Roy Orbison,man
Frank Maudsley,man
Paul Reynolds,unknown
Ali Score,man
Mike Score,man
Richard Parker,man
Bobby Whiteside,man
Teddy Randazzo,man
Lou Stallman,man
Bobby Weinstein,man
David Malloy,man
Kenny Rogers,man
Thom Schuyler,man
Even Stevens,man
Merria Ross,woman
Gary Osborne,man
Paul Kelly,man
Don Barnes,man
Eddie Money,man
Randy Oda,man
Graham Nash,man
Tim DuBois,man
Jim Hurt,man
George Goldner,man
Morris Levy,man
Frankie Lymon,man
Jimmy Merchant,man
Herman Santiago,man
Go‐Go’s,unknown
Terry Hall,man
Seth Justman,man
Jerry Buckner,man
Gary Garcia,man
Bruce Roberts,man
Warren Pash,unknown
Ken Hirsch,man
Ron Miller,unknown
Ken Bell,man
Terry Nelson Skinner,man
J.L. Wallace,man
Graham Russell,man
Alan Parsons,man
Eric Woolfson,man
Robbie Patton,man
Martha Davis,woman
Marv Ross,man
Otha Young,man
Bertie Higgins,man
Sonny Limbo,man
Reggie Andrews,man
Leon Ndugu Chancler,man
Jim Keller,man
Ed Cobb,man
Jake Hooker,man
Alan Merrill,man
Randy Owen,man
Gerald Casale,man
Mark Mothersbaugh,man
Dominic Bugatti,man
Frank Musker,man
Rosanne Cash,woman
Jerry Allison,man
Sonny Curtis,man
Ed Penney,man
George Davis,man
Lee Diamond,man
Albhy Galuten,man
Pat Benatar,woman
Doug Lubahn,man
Jack Feldman,man
Barry Manilow,man
Drey Shepperd,unknown
Bruce Sussman,man
Andy Gibb,man
Jerry Lynn Williams,man
George Harrison,man
Alan Lindgren,man
John Deacon,man
Alan Tarney,man
Eddie Rabbitt,man
Dana Walden,woman
Rick Christian,man
Jesse Barish,man
Joe Melson,man
Harold Hudson,man
Shirley King,woman
William King,man
Gilbert Bécaud,man
Gino Vannelli,man
Walt Aldridge,man
Tom Brasfield,man
Gary Richrath,man
Dallas Frazier,man
Phil Chen,man
Jim Cregan,man
Gary Grainger,man
Jackie DeShannon,woman
Donna Weiss,woman
Martin Duiser,man
Jaap Eggermont,man
Andy Kim,man
Ralph MacDonald,man
William Salter,man
Howard Barrett,man
Tyrone Evans,man
John Holt,man
Hank DeVito,man
Florrie Palmer,woman
Derek Holt,man
Billy Elworthy,man
Earl Toon,man
David Lasley,man
Boz Scaggs,man
Debbie Hupp,woman
Bob Morrison,man
Geoff Gill,man
Cliff Wade,man
Rick Davies,man
Roger Hodgson,man
Adrienne Anderson,man
Bobby Hart,man
Joe Walsh,man
George Greer,man
Jeff Wilson,unknown
Steve Woodard,man
Benny Mardones,man
Robert Tepper,man
Tom Bahler,woman
Pete Townshend,man
Jesse Stone,man
Timothy B. Schmit,man
John Stewart,man
Steve Forbert,man
J.D. Souther,man
Clive Davis,man
R.J. Mather,unknown
Keith Stegall,man
Chris Waters,man
George Johnson,unknown
Louis Johnson,man
Valerie Johnson,woman
William Shelby,man
Leon Sylvers,man
James Honeyman‐Scott,man
Robin Scott,man
George Tobin,man
Sigidi Bashir Abdullah,man
Harold Clayton,man
Rick Chudacoff,man
Cliff Adams,man
Chris Alberts,unknown
Jon Faddis,man
Adam Ippolito,man
Roger Bowling,man
Billy Edd Wheeler,man
Dan Fogelberg,man
Kim Carnes,woman
Dave Ellingson,man
Lee Garrett,man
Michael Zager,man
Leo Graham,man
Paul Richmond,unknown
Rocky Burnette,man
Ronald Donavon Coleman,man
Gary Numan,man
Denny Randell,man
Marvin Tarplin,man
Carol Connors,woman
Amanda McBroom,woman
Roger Waters,man
Keith Crier,man
Herb Lane,man
Emanuel Rahiem LeBlanc,man
Paul Service,man
Carl Storie,man
Moon Martin,man
Randy McCormick,man
Richard Feldman,man
Roger Linn,man
Al Stewart,man
Peter White,man
Rickie Lee Jones,woman
Rick Roberts,man
David Briggs,man
Todd Rundgren,man
Terence Boylan,man
Patrick Hernandez,man
Harry Lloyd,man
Gloria Sklerov,woman
Jerry Cohen,man
Gene McFadden,man
John Whitehead,man
Cheryl Lynn,woman
Alicia Bridges,woman
Susan Hutcheson,woman
Blue Weaver,man
Michelle Aller,woman
Bob Esty,man
Errol Brown,man
Paul Rodgers,man
Vini Poncia,man
Jack Conrad,man
Ray Kennedy,man
Henri Belolo,man
Victor Willis,man
Steve Gibb,man
Ava Aldridge,woman
Eddie Struzick,man
Neil Young,man
Don Schlitz,man
Bill Champlin,man
LeRoy Bell,man
Casey James,man
Michael Lloyd,man
Randy VanWarmer,man
Dino Fekaris,man
Rick Nielsen,man
Paul Jabara,man
Pete Bellotte,man
Greg Mathieson,man
Robert John,man
Jimmy Webb,man
Eddie Floyd,man
Carmine Appice,man
Berton Averre,man
Doug Fieger,man
Joe Esposito,man
Eddie Hokenson,man
Bruce Sudano,man
Tom Crain,man
Charlie Daniels,man
"Joel ""Taz"" DiGregorio",man
Fred Edwards,man
Charlie Hayward,man
James W. Marshall,man
Stig Anderson,man
Bob Welch,man
Don Bryant,man
Bernard Miller,man
Ann Peebles,woman
George Clinton,man
Bootsy Collins,man
Bernie Worrell,man
Buddy Holly,man
Norman Petty,man
Chris Rea,man
Carl Driggs,man
Buddy Buie,man
Dean Daughtry,man
Robert Nix,man
Melissa Manchester,woman
Bennie Benjamin,man
Gloria Caldwell,woman
Sol Marcus,man
Horace Ott,man
Reginald “Sonny” Burke,man
Verdine White,man
Reuben Cross,unknown
John H. Fitch,unknown
Jimmy Lyon,man
Warren Casey,man
Jim Jacobs,man
Richard Leigh,man
Andy Fraser,man
Gary Rossington,man
Carly Simon,woman
Zane Grey,man
Len Ron Hanks,man
Leroy Green,man
Ron Kersey,man
Danny McKenna,man
Balde Silva,man
Jay Ferguson,man
Randy Newman,man
Brian May,man
David Gates,man
Harry Vanda,man
George Young,man
Dave Jenkins,man
Cory Lerios,man
Marvin Yancy,man
Walter Egan,man
Kerry Livgren,man
Gerry Rafferty,man
Nat Kipner,man
John McIntyre Vallins,man
Chris Arnold,man
David Martin,man
Geoff Morrow,man
Paul Simon,man
James Mtume,man
Ronnie Scott,man
Steve Wolfe,man
Kenny Lehman,unknown
Marcy Levy,woman
George Terry,man
Trevor Griffin,man
Andy Scott,man
Jim McCulloch,man
Joseph Brooks,man
J.C. Crowley,man
Perry L. Kibble,man
Michael Derosier,man
Roger Fisher,man
Leo Sayer,man
Roger Christian,man
Peter Wood,man
Stony Browder Jr.,man
August Darnell,man
Buddy Killen,man
Bennie Lee McGinty,unknown
Dick Wagner,man
Willis Alan Ramsey,man
Alan Gordon,man
Arnold Ingram,man
James Mitchell,man
Marvin Willis,man
Dean Friedman,man
Paul Pena,man
Alan Bernstein,man
Toy Caldwell,man
Shuggie Otis,man
Burton Cummings,man
Len Boone,man
Alan O’Day,man
Allen Toussaint,man
Jimmy Jones,man
Graham Gouldman,man
Eric Stewart,man
Hal Bynum,man
Reginald J. Hargis,man
Eddie Irons,man
Ray Ransom,man
Ayn Robbins,woman
Keni St. Lewis,man
Peter McCann,man
Colin Cooper,man
John Cuffley,man
Pete Haycock,man
Richard Jones,man
Tony Macaulay,man
Raynard Miner,man
Carl Smith,man
Don Felder,man
Jimmy Buffett,man
Clayton Ivey,man
Terry Woodford,man
Paul Williams,man
Andrew Gold,man
Phillip Jarrell,man
Cary Gilbert,man
Eric Faulkner,man
Stuart Wood,unknown
Larry Groce,man
Rick Dees,man
Brian Connolly,man
Steve Priest,man
Mick Tucker,man
Billy Beck,man
"James ""Diamond"" Williams",man
Dave Peverett,man
Marty Balin,man
Joey Covington,man
Vic Smith,man
Johanna Hall,woman
John Hall,man
Peter Cor,man
Beloyd Taylor,man
Charles Kipps,man
Brian Potter,man
John Sebastian,man
Keith Carradine,man
Rick Giles,man
Leon Russell,man
Victor Carstarphen,man
Phil Coulter,man
Bill Martin,man
Chuck Berry,man
Gary Benson,man
Elvin Bishop,man
Kristine Sparkle,woman
Jerry Goldstein,man
Randy Meisner,man
Bobby Gosh,man
Chaka Khan,woman
Tony Maiden,man
Mitchell Parish,man
Larry E. Williams,man
Gary Wright,man
J. Vincent Edwards,man
Pierre Tubbs,man
Mervin Pierce,man
Bruce Blackman,man
Barbara Campbell,woman
Tony Wilson,man
Stephan Prager,man
Bill Danoff,man
Bob Montgomery,man
Dash Crofts,man
James Seals,man
Sylvester Levay,man
Bruce Johnston,man
Boudleaux Bryant,man
Parker McGee,man
Carte Blanche,unknown
Don Davis,man
Harvey Scales,man
Albert Vance,man
Linda McCartney,woman
Winfred Lovett,man
Billy Griffin,man
Warren “Pete” Moore,man
Randy Bachman,man
Russell Smith,man
Dwight Twilley,man
Raeford Gerald,man
Joe Simon,man
Ian Anderson,man
Hoyt Axton,man
David Jackson,man
Catherine Peek,woman
Dan Peek,man
Billy Nichols,man
Linda Allen,woman
Harry Booker,man
John Denver,man
John Rostill,man
Bruce Welch,man
Billy Preston,man
Mick Ralphs,man
Roger Ball,man
Molly Duncan,man
Alan Gorrie,man
Robbie McIntosh,man
Hamish Stuart,man
Clifton Davis,man
Charles Stepney,man
Mark Farner,man
Dick Manning,man
Larry Stock,man
Barbara Joyce,woman
Bill Risbrook,man
Louis Risbrook,man
Dennis Rowe,man
Richard Thompson,man
Carlos Ward,man
Terrell Wood,man
Paul Carrack,man
Phoebe Snow,woman
John Carter,man
Jerry Corbetta,man
Barney Perry,man
Roger Cook,man
Roger Greenaway,man
Geoff Stephens,man
John Martin Sommers,man
Peter Sterling Radcliffe,unknown
Tony Sepe,unknown
Sammy Johns,man
Phil Everly,man
Morris Albert,man
Billy Swan,man
Jessi Colter,woman
Larry Cansler,man
Michael Martin Murphey,man
Van McCoy,man
Scott English,man
Wayne Duncan,man
Freddy Fender,man
Georgia Dobbins,woman
William Garrett,man
Gerry Beckley,man
Billy Lyall,man
David Paton,man
Vinnie Barrett,woman
Bobby Eli,man
Larry Butler,man
Chips Moman,man
Patrick Simmons,man
Carl Douglas,man
Minnie Riperton,woman
Richard Rudolph,man
Owen McIntyre,man
Larry Dunn,man
John Ellison,man
Vivian Keith,unknown
Ben Peters,man
Larry Weiss,man
Howard Greenfield,man
Clint Ballard,man
Carlos Alomar,man
Joni Mitchell,woman
Gillian Shakespeare,woman
Gloria Jones,woman
Lee Loughnane,man
Billy Sherrill,man
Norris “Norro” Wilson,man
Tom T. Hall,man
Les Sands,man
Arnold Strals,man
Jim Croce,man
Bill Wallace,man
Kurt Winter,man
Don “Sugarcane” Harris,man
Dewey Terry,man
Donna Lyn George,woman
Jim Stafford,man
Charlie Foxx,unknown
Inez Foxx,woman
Johnny Bristol,man
James Woodie Alexander,man
Zelda Samuels,woman
James Pankow,man
Linda Laurie,woman
Juan Carlos Calderón,man
William DeVaughn,man
Johnny Stevenson,man
Kenny Ascher,man
Anthony Jackson,man
Dave Loggins,man
Bob Marley,man
Barry Hay,man
Morris Broadnax,man
Clarence Paul,man
Rory Bourke,man
KC,man
Peter Callander,man
Sherman Marshall,man
Philip Pugh,man
Wally Holmes,man
Barry Goldberg,man
Mike Hazlewood,man
Gordon Lightfoot,man
John Freeman,unknown
Gene McDaniels,man
Jim Weatherly,man
John Durrill,man
Richard M. Sherman,man
Robert B. Sherman,man
Lenny Caston,man
Anita Poree,woman
Frank Wilson,man
David Bellamy,man
Mitch Murray,man
David Nichtern,man
Jerry Fuller,man
Donald E. Fletcher,man
Dean Parks,man
Rod McKuen,man
Ray Stevens,man
Paul Francis Webster,man
Jud Strunk,man
Kenny O’Dell,man
Lobo,man
Hank Williams,man
Donna Fargo,woman
Joseph Jefferson,man
Kenny Rankin,man
Dickey Betts,man
Huey “Piano” Smith,man
Barrett Strong,man
Gilbert O’Sullivan,man
Jan Akkerman,man
Thijs van Leer,man
Hughie Prince,man
Don Raye,man
Bobby Freeman,man
Eileen Smith,woman
Jim Messina,man
Daniel Moore,man
B.W. Stevenson,man
Shel Silverstein,man
Lee Pockriss,man
Paul Vance,man
Melvin Steals,man
Mervin Steals,man
William Miller,unknown
James “Shep” Sheppard,man
Tom Johnston,man
Charles McCormick,man
Michael Burton,man
Lawrence Russell Brown,man
Irwin Levine,man
Joe Egan,man
Joel Hirschhorn,man
Al Kasha,man
Sherman Kelly,man
David Richardson,man
Dr. John,man
Al Capps,man
Mary Dean,unknown
Mentor Williams,man
Larry Collins,man
Alex Harvey,man
Don Brewer,man
Ed Townsend,man
Ritchie Blackmore,man
Ian Gillan,man
Roger Glover,man
Jon Lord,man
Ian Paice,man
Norman Gimbel,man
Kris Kristofferson,man
Robert Lamm,man
Bill Backer,man
Roquel Davis,man
Abrim Tilmon,man
Don McLean,man
Steve Howe,man
John D. Wyker III,man
Gary Geld,man
Peter Udell,man
Herscholt Polk,unknown
Homer Talbert,man
Pat Vegas,man
Sylvester Stewart,man
Joseph Mims,man
Al Jackson,man
Willie Mitchell,man
Harry Nilsson,man
Charlie Ryan,man
W.S. Stevenson,man
Sonny Bono,man
[traditional],unknown
Al Stillman,man
Michael Bruce,man
Glen Buxton,man
Dennis Dunaway,man
Neal Smith,man
Jim Gordon,man
Marc Bolan,man
Tony Hester,man
David Arkin,man
Clarence Reid,man
Alan Osmond,man
Merrill Osmond,man
Johnny Nash,man
Rick Nelson,man
Steve Goodman,man
Eleanor Farjeon,woman
Dennis Coffey,man
Daniel Boone,man
Rod McQueen,man
Jimmie Thomas,man
Phillip Mitchell,man
Walter Nims,man
Jonathan Edwards,man
Dennis Linde,man
Harry van Hoof,man
Rod Argent,man
Chris White,man
Elliot Lurie,man
Allan Clarke,man
Albert Stanton,man
Don Black,man
Alvertis Isbell,man
Homer Banks,man
Carl Hampton,man
Raymond Jackson,man
Jim Gold,man
Ewan MacColl,man
Leslie Bricusse,man
Anthony Newley,man
Mac Davis,man
Melanie,woman
Steve Jablecki,man
John Densmore,man
Robby Krieger,man
Ray Manzarek,man
Jim Morrison,man
Clay McMurray,man
[unknown],unknown
The Corporation,group
Dave Bartholomew,man
Pearl King,woman
Jerry Reed,woman
Angelo Bond,man
General Johnson,man
Greg Perry,man
Nick Zesses,man
Delaney Bramlett,man
Carl Sigman,man
Lally Stott,man
Mike Brewer,man
Tom Shipley,man
Freddie Hart,man
Rich Dodson,man
Ken Tobias,man
John Fogerty,man
Bob King,man
Joe South,man
Jacob Brackman,man
Jerry Jeff Walker,man
Ringo Starr,man
Syreeta,woman
Rick Hall,man
Michael Price,man
Dan Walsh,man
Frank F. Robinson,man
Bob Stone,man
Fred Foster,man
Robbie Robertson,man
Lee Michaels,man
Joseph Broussard,man
Carrol Washington,woman
Ralph Williams,man
Carole King,woman
Eddie Cornelius,man
Barney Perkins,unknown
Renaldo Benson,man
Al Cleveland,man
Martin Quittenton,man
Toni Stern,woman
Taffy Nivert,woman
Jack Nance,man
Conway Twitty,man
Ravon Darnell,man
Roy Hawkins,man
Charlie Allen,man
Danny Small,man
Henry Jerome,man
Bobbi Martin,woman
Jeff Christie,man
Jim Cretecos,unknown
Robin McNamara,man
Anna Gordy Gaye,woman
Iris Gordy,woman
Elgie Stover,man
Hans van Eijck,man
Peter Tetteroo,man
Dory Previn,woman
Corky Laing,man
Felix Pappalardi,man
David Rea,man
Leslie West,man
Ray Dorset,man
Vincent DiMirco,unknown
R. Dean Taylor,man
James Taylor,man
Herman Davis,man
Russ Lewis,man
Clarence “Sonny” Henry,man
William Hart,man
Baker Knight,man
Kenny Young,man
Jerry Peters,man
Charles Wright,man
Diane Hildebrand,woman
Jack Daniels,unknown
Bonnie Thompson,woman
Bob Russell,man
Bobby Scott,man
Dominic Ierace,man
Earl S. Shuman,man
Junior Campbell,man
Dean Ford,man
Susan Jacks,woman
Terry Jacks,man
Barry Mason,man
Gene MacLellan,man
Ronald Dunbar,man
Frank “Skip” Konte,man
Lula Mae Hardaway,woman
John Collingwood Phillips,man
David Riordan,man
Tony Joe White,man
Norman Greenbaum,man
Jim Kale,man
Garry Peterson,man
Philip Doddridge,man
Mark Lindsay,man
Donovan,man
Jimmy Roach,man
Joey Levine,man
Jerry Ross,man
Johnny Funches,man
Marvin Junior,man
Gene Clark,man
Roger McGuinn,man
Mel Tillis,man
Barry Despenza,man
Carl Wolfolk,man
Pee Wee Ellis,man
Steve Kennedy,man
William D. “Smitty” Smith,man
Fred Neil,man
Ronald Rice,man
Richard Spencer,man
J. R. Cobb,man
Emory Gordy,man
Bill Justis,man
Tony Romeo,man
Doc Pomus,man
Mort Shuman,man
Harlan Howard,man
Laura Nyro,woman
James Rado,man
Gerome Ragni,man
Rick Evans,man
Jimmy Holiday,man
Randy James Myers,man
Brenda Holloway,woman
Patrice Holloway,woman
Jerry Butler,man
Terry Johnson,unknown
Walter Marks,man
Mack David,man
Luther Dixon,man
Henry Cosby,man
Sylvia Moy,woman
David Clayton‐Thomas,man
Mitchell Bottler,man
Gary Zekley,man
Harry Elston,man
Eddie Gray,man
Mike Vale,man
Eugene Walter,man
Janie Bradford,woman
Chet Powers,man
Jimmie Currie,unknown
Lonnie Donegan,man
Mike d’Abo,man
Dale Hawkins,man
Bert Russell Berns,man
Jerry Ragovoy,man
Ted White,man
Simon & Garfunkel,group
Art Garfunkel,man
Joseph Chambers,man
Willie Chambers,man
Carson Parks,man
John MacLeod,man
Pete Brown,man
Jack Bruce,man
John Barbata,man
Howard Kaylan,man
Al Nichol,woman
Jim Pons,man
Mark Volman,man
Jim Glaser,man
Jimmy Payne,man
Vic Briggs,man
Eric Burdon,man
Barry Jenkins,man
Danny McCulloch,man
John Weider,man
Stephen Allen Davis,man
Al Gallico,man
John Kay,man
Rushton Moreve,man
Francis Rossi,man
Wade Flemons,man
Bobby Miller,man
Bobbi Trimachi,unknown
Sal Trimachi,man
Shelley Pinz,woman
Buck Trail,man
Wayne Pittman,man
William Armstrong,unknown
Marcus Daniel,man
Wilbur Terrell,man
Reg Presley,man
Arthur Brown,man
Vincent Crane,man
Mike Finesilver,man
Peter Ker,man
Eddie Brigati,man
Felix Cavaliere,man
Elliot Chiprut,man
Mars Bonfire,man
Eugene Raskin,man
Arthur Resnick,man
Andrew Bernard,man
John Fred,man
Roger Penzabene,man
Lou Josie,man
Spooner Oldham,man
Dan Penn,man
Otis Redding,man
Bobby Russell,man
Nancie Mantz,woman
Annette Tucker,woman
Claude “Curly” Putman,man
Dave Dixon,unknown
Jim Mason,man
Noel Paul Stookey,man
Janis Ian,woman
Phil Gernhard,man
Dick Holler,man
Grace Slick,woman
Don Lanier,man
Red Steagall,man
Garry Bonner,man
Ralph Bass,man
Lowman Pauling,man
Tony Hicks,man
Charlie Chaplin,man
Spencer Davis,man
Muff Winwood,man
B.B. Cunningham Jr.,man
John Hunter,man
Jerry Masters,man
Gary Wayne McEwen,man
Vanda & Young,unknown
Michael Julien,man
Mogol,man
Shel Shapiro,man
Peppy Castro,man
Mike Esposito,man
Ronnie Gilbert,woman
Ralph Scala,man
Howard Liebling,man
Ronnie Shannon,man
Jim Dale,man
Cornelius Grant,man
James “Buzz” Cason,man
Mac Gayden,man
Ollie Blanchard,man
Johnny Malone,man
Steve Duboff,man
Artie Kornfeld,man
Tom Jones,man
Keith Reid,man
Gary Beisbier,man
James Holvay,man
Ira Gershwin,man
Joseph Hooven,man
Jerry Winn,man
Brenton Wood,man
Gilbert Moorer,man
Bill Sheppard,man
Shawn Taylor,man
Darby Slick,man
Eddie Miller,man
Dub Williams,man
Robert Yount,man
Les Reed,man
Stephen Stills,man
Tim Gilbert,man
Ed King,man
Mark Weitz,man
Dick Addrisi,man
Don Addrisi,man
Arthur Conley,man
Sam Cooke,man
Bobbie Gentry,woman
Ruthann Friedman,woman
Tony Asher,man
Tandyn Almer,man
Jim McCarty,man
Keith Relf,man
Paul Samwell-Smith,man
Chris Kenner,man
Fats Domino,man
Tom Leslie,man
Gary Lewis,man
James Moore,man
Michelle Grainger,woman
Tony Hayes,man
Steve Wadey,man
Allen Reynolds,man
Barbara Baer,woman
Eliot Greenberg,man
Doug Morris,man
Robert Schwartz,man
Steve Barri,man
P.F. Sloan,man
Fred Fassert,man
Dave Linden,man
Ben Raleigh,woman
Glenn Sutton,man
Richard Dey,man
Roger Hart,man
Bruce Woodley,man
Michael Brown,man
Bob Calilli,man
Tony Sansone,man
Tommy Roe,man
Buck Owens,man
Bob Lind,man
Tony Hatch,man
Steve Boone,man
Mark Sebastian,man
Chet Kelley,man
Tom King,unknown
Michelle Phillips,woman
Simon Napier-Bell,man
Vito Pallavicini,man
Vicki Wickham,woman
Lou Adler,man
Johnny Rivers,man
Ronald Blackwell,man
Bobby Hebb,man
Lee Hazlewood,man
Rudy Martinez,man
James Dean,man
Paul Riser,man
William Weatherspoon,man
Tommy Boyce,man
Terry Kirkman,man
Robin Moore,man
Barry Sadler,man
Charles Singleton,man
Eddie Snyder,man
Roy Head,man
Gene Kurtz,man
Bob Feldman,man
Richard Gottehrer,man
Ron Elliott,man
Bobby Goldsboro,man
Joe Tex,man
Gordon Mills,man
Herb Alpert,man
Doug Sahm,man
Roy C. Bennett,man
Sid Tepper,man
Glen D. Hardin,man
Ian Whitcomb,man
Bob Durand,man
Dave Clark,man
Lenny Davidson,man
Del Shannon,man
Gerry Marsden,man
Robert Patrick Weston,man
Willie Dixon,man
Freddie Garrity,man
Larry Banks,man
Milton Bennett,man
Shirley Ellis,woman
Carel Werber,man
Barbara Mason,woman
Lee Lange,man
Tulio Trapani,man
Tom Springfield,man
Frank Slay Jr.,man
Hy Zaret,man
Trevor Peacock,man
Billy Page,man
Bob Brass,unknown
Harry Noble,man
Barry Stuart,man
Roger Miller,man
Artie Glenn,man
Ken Lewis,man
Sylvia Tyson,woman
Sam the Sham,man
Kevin Gates,man
Stuart K. Hine,unknown
Carl Gustav Boberg,man
Bing Crosby,man
Irving Wallman,man
Butterfly,unknown
Doodlebug,man
Ladybug Mecca,man
Shirley Eikhard,woman
Bruce Hart,man
Randy Jackson,man
Phil Lynott,man
